Fundraising Round,Round,Date,Investors,Amount,Valuation,Description,Founder,Website,Project,Category,Sub-categories,Announcement,End date
HEIR - Seed,Seed,2021-12-16T00:00:00.000Z,"Thrive Capital/Solana Capital/Alexis
  Ohanian/Lonzo Ball/William Wesley",10000000,none,A new community platform that offers an exclusive and capped membership experience to some of the world’s most notable athletes,Jeffrey Jordan/Daniel George/Jeron Smith,https://www.heir.app/,HEIR,Web3,Sports,https://decrypt.co/88393/michael-jordan-jumps-into-web3-solana-app-athletes-nfts-tokens,none
Galoy - Seed,Seed,2021-12-15T00:00:00.000Z,Craft Ventures/Kingsway Capital/Trammell Venture Partners/Balaji Srinivasan/Fulgur Ventures/Bitcoiner Ventures/Vijay Boyapati/Brad Mills,3000000,none,Bitcoin Banking Infrastructure for communities + institutions built on Lightning,Nicolas Burtey/Chris Hunter,https://galoy.io/,Galoy,Infrastructure,Banking/Bitcoin,https://galoy.io/galoy-raises-3m-seed-round-to-help-communities-and-institutions-use-bitcoin-as-money/,none
Jadu - Seed,Seed,2021-12-17T00:00:00.000Z,General Catalyst/Metapurse/LionTree/Coinbase Ventures/The Venture Reality Fund/PKO Investments/Progression Fund/Guy Oseary/Sound Ventures/Keith Grossman/Nick Adler,7000000,none,A mobile app that allows fans to perform alongside holograms of their favorite musicians and performers,Asad J. Malik,https://jadu.ar/,Jadu,Web3,Metaverse/AR/VR,https://jadu.ar/seed-round,none
Aztec - Series A,Series A,2021-12-16T00:00:00.000Z,"A.capital/Ethereal Ventures/Libertus Capital/Variant/Nascent/imToken
  Ventures/Scalar Capital/DeFi Alliance/IOSG Ventures/ZKValidator/Anthony Sassano /Stani Kulechov/Bankless/DeFi Dad /Mariano Conti /Vitalik Buterin/Paradigm",17000000,none,A protocol uses cutting-edge zero-knowledge proofs to enable private transactions on Ethereum,Thomas Pocock/Zachary Williamson,https://aztec.network/,Aztec,Infrastructure,Privacy,https://medium.com/@aztecnetwork/aztec-network-raises-17-million-series-a-from-paradigm-to-bring-programmable-privacy-to-web3-beb2982a92f3,none
Nansen - Series B,Series B,2021-12-16T00:00:00.000Z,Accel/GIC/Andreessen Horowitz/Tiger Global Management/SCB 10X/Amplify Partners/L1 Digital/Cristobal Conde/Skyfall Ventures/Folius Ventures/Old Fashion Research/Adam White/Ryan Rabaglia/Prabhakar Reddy/Anastasia Andrianova/Ameet Patel,75000000,750000000,A blockchain analytics platform that enriches on-chain data with millions of wallets labels,Alex Svanevik,https://www.nansen.ai/,Nansen,Infrastructure,Analytics,https://www.nansen.ai/post/nansen-raises-75-million-in-series-b-funding,none
Lambda256 - Series B,Series B,2021-12-15T00:00:00.000Z,Dunamu/Hanhwa Systems/Chong Kun Dang/Yanolja/Daelim/VTI Partners/DSC Investments/Shinhan Venture Capital/SBI Investments/KB Investment,60000000,300000000,"Build, deploy and manage innovative solutions using blockchains",Jay Jaehyun Park,https://www.luniverse.io/,Lambda256,Infrastructure,Tooling,https://www.prnewswire.com/news-releases/upbitdunamus-blockchain-firm-lambda256-raises-60m-in-series-b-funding-301445995.html,none
Bridgesplit - Seed,Seed,2021-12-16T00:00:00.000Z,CoinFund/Jump Capital/Coinbase Ventures/Solana Capital/Packy McCormick/Sfermion/Liquid2 Ventures/a41 Ventures/Rucker Park Capital/Anthony Pompliano/Joe Montana/Joe McCann/Harry Hurst/Jeff Maggioncalda/Dylan Macaliano/Esther Crawford/Serum/George Bousis/0x Ventures/Wave 7,4250000,none,"NFT fractionalization, pooling, and lending protocol on Solana",Mary Gooneratne /Luke Truitt,https://www.bridgesplit.com/,Bridgesplit,DeFi,DeFi - NFTs/Derivatives/Lending/Borrowing/Fractionalization,https://medium.com/@bridgesplit/bridgesplit-announces-4-25-million-seed-round-75d72bcf3772,none
Breadcrumbs - Seed,Seed,2021-12-16T00:00:00.000Z,Distributed Global/Cadenza Ventures/Spartan Group/Signum Capital/Everglades Capital,1600000,none,A blockchain analytics tool empowering users to monitor and investigate cryptocurrencies,Lorne Lantz,https://www.breadcrumbs.app/home,Breadcrumbs,Infrastructure,Analytics,https://www.prnewswire.com/news-releases/blockchain-analytics-startup-breadcrumbsapp-raises-a-1-6-million-seed-round-led-by-distributed-global-capital-cadenza-ventures-and-spartan-group-301445296.html,none
Hubble Protocol - Seed,Seed,2021-12-16T00:00:00.000Z,Three Arrows Capital/Jump Capital/CMS Holdings/Spartan Group/Delphi Digital/Mechanism Capital/DeFi Alliance/DeFiance Capital/Decentral Park Capital/Digital Strategies/Solana Foundation,3600000,none,The one-stop shop for interest rate products in Solana,Marius Thomas,https://hubbleprotocol.io/,Hubble Protocol,DeFi,Lending/Borrowing/Yield,https://cryptobriefing.com/hubble-protocol-raises-3-6m-boost-defi-solana/,none
Stocktwits - Series B,Series B,2021-12-16T00:00:00.000Z,"Alameda
  Research/Times Bridge",30000000,none,The global voice of finance and investing,Soren Macbeth/Howard Lindzon,https://stocktwits.com/,Stocktwits,CeFi,Social network/Social trading,https://www.coindesk.com/business/2021/12/16/stocktwits-to-boost-crypto-coverage-following-30m-fundraise/,none
Rumble Kong League - Seed,Seed,2021-12-14T00:00:00.000Z,"JDS Sports/CAA Sports/Framework
  Ventures/IDEO Colab Ventures/Animoca Brands/SkyVision Capital/Paul George/Victory Creative Group/Sebastien Borget/Arthur Madrid",4500000,none,"Discover a never-before-seen basketball experience, combining play-to-earn with true digital ownership",Marcus Bläsche/Nick Vale/Naz Vavryk,https://www.rumblekongleague.com/,Rumble Kong League,Web3,Gaming/Staking,https://www.businesswire.com/news/home/20211214006085/en/Rumble-Kong-League-Raises-4.5-Million-to-Become-the-Go-to-Web3-Sports-Game-for-Players-Fans-and-Brands,none
League of Kingdoms - Seed,Seed,2021-12-17T00:00:00.000Z,Hashed/Andreessen Horowitz/Binance Labs/Sequoia Capital/Blocktower Capital/SkyVision Capital/Yield Guild Games/DeSpread,3000000,none,An MMO Strategy game where gamers fight for dominion,Chan Lee,https://www.leagueofkingdoms.com/,League of Kingdoms,NFTs,Gaming,https://medium.com/league-of-kingdoms-eng/league-of-kingdoms-arena-loka-raises-3-million-in-seed-funding-for-the-metaverse-expansion-b6b38c48c98a,none
GIANT - Seed,Seed,2021-12-16T00:00:00.000Z,CoinFund/gumi Cryptos/Blockchange Ventures/Entheos/Argonautic Ventures/Bronco Fund,5000000,none,A leading-edge web3 protocol to decentralize and democratize access to the internet and financial services,Merijn Terheggen/Suruchi Gupta/Jinesh Doshi,https://giantprotocol.com/,GIANT,Web3,Bandwidth,https://www.coindesk.com/business/2021/12/16/crypto-connectivity-startup-giant-raises-5m-from-coinfund/,none
Solscan - Seed,Seed,2021-12-16T00:00:00.000Z,"Multicoin Capital/Electric Capital/Jump Capital/Alameda
  Research/Solana Capital/Signum Capital/CoinGecko Ventures",4000000,none,The user-friendly and real-time update Scanning Tool for the Solana ecosystem,Long Vuong ,https://solscan.io/,Solscan,Infrastructure,Analytics,https://decrypt.co/88415/solana-block-explorer-solscan-4-million-seed-round,none
UpOnly - Seed,Seed,2021-12-09T00:00:00.000Z,"Chateau Crypto/CSP DAO/Skyman Ventures/ZBS Capital/SL2
  Capital/TheMoonCarl/Lavender Capital/Signal Ventures/OIG Investment Group/MH Ventures/Atesis Capital/Avalon Wealth Club/Everse Capital/X21 Digital/Roseon Finance/Nine2Five Ventures/Kent Capital/Hafen Ventures/FERA Capital/Evan Luthra/Maven Capital/GTS Ventures/Origin Capital/Origin Ventures/Oxbull.Tech/Interstellar Ventures/Whitelist Ventures/AR Ventures/Almora Capital/DCT Capital/MarsDAO/4YF Capital",none,none,Play to Earn gaming analytics and prediction platform,Natthapol Assarasakorn,https://uponly.com/,UpOnly,Web3,Data/Gaming/Analytics,https://uponlyofficial.substack.com/p/uponly-closes-highly-successful-funding,none
TassatPay - Unknown,Unknown,2021-12-07T00:00:00.000Z,none,40000000,none,A developer of a digital blockchain platform for digital payments and exchange markets,Sunil Hirani,https://www.tassatpay.com/,TassatPay,Infrastructure,Tooling,https://www.ledgerinsights.com/tassatpay-raises-40m-unveils-blockchain-digital-interbank-network/,none
thirdweb - Seed,Seed,2021-12-13T00:00:00.000Z,"Gary
  Vaynerchuk/Mark Cuban/Ryan Hoover/Adam Foroughi/Greg Isenberg/Christian Angermayer",5000000,none,"Build web3 apps, easily",Steven Bartlett/Furqan Rydhan,https://thirdweb.com/,thirdweb,Web3,Tooling/Infrastructure,https://cheddar.com/media/web3-project-tool-thirdweb-raises-5-million,none
Tractiv - Seed,Seed,2021-12-10T00:00:00.000Z,Nyca Partners/Thomson Reuters,2250000,none,Tracking and publishing market data transactions via a distributed ledger,Drew Orsinger/Trevor Orsinger,https://tractiv.com/,Tractiv,Infrastructure,Data/Tooling,https://www.prweb.com/releases/tractiv_raises_2_25_million_in_seed_round_and_adds_mark_almeida_to_board/prweb18383153.htm,none
Criptan - Seed,Seed,2021-12-12T00:00:00.000Z,Juan Roig/Angel Corcostegui/Jose Maria Castellano/Antonio Catena/Arnau Vidal/Jorge Orejudo/Inaki Berenguer/Draper B1,5000000,none,Buy and sell your cryptocurrencies with Criptan,Jorge Soriano/Jaume Sola,https://criptan.es/,Criptan,DeFi,Exchange,https://startupsreal.com/juan-roig-angel-corcostegui-and-jose-maria-castellano-participate-in-criptans-e-3-5m-financing-round/,none
CityPay.io - Seed,Seed,2021-12-14T00:00:00.000Z,none,500000,none,"A digital currency payment solution for businesses, allowing them to accept payments in cryptocurrencies.",Beka Kemertelidze/Eralf Hatipoglu,https://www.citypay.io/,CityPay.io,Infrastructure,Tooling,https://cbw.ge/startup/startup-citypayio-is-the-first-receive-500000-investment-in-cryptocurrency,none
BitTurk - Seed,Seed,2021-12-14T00:00:00.000Z,Basarsoft,2000000,none,Cryptocurrency trading platform,Emin Budak,https://bitturk.com/,BitTurk,CeFi,Exchange,none,none
UNQClub - Seed,Seed,2021-12-19T00:00:00.000Z,SkyVision Capital/NGC Ventures/Moonrock Capital/TPS Capital/Infinity Ventures Crypto/Solana Capital/Walsh Wealth Ventures/Gate.io/MEXC Exchange/Chain Capital/Titans Ventures/Basics Capital/ZBS Capital/Solar Eco Fund/Kernel Ventures/Jump Capital/GSR/Solanium Ventures/ChainGuardians/AU21 Capital/Everse Capital/CryptoJ/Big Brain Holdings/Banter Capital/RR² CAPITAL/Bitcoin Guru/Capital SB/Kirin Fund/ DWeb3 Capital/MoonEdge/Waterdrip Capital/FBG Capital/Skynet Trading/Sesterce Capital,3000000,none,One-click ownership DAOs for NFT collectors and beyond!,Alex Migitko/Uros Sosevic/Martin Kardzhilov,https://unq.club/,UNQClub,NFTs,Tooling/DeFi - NFTs,https://unq.medium.com/announcing-our-collaborations-and-partnerships-at-unq-club-1f4b8d53ff16,none
VIBRA - Pre-Series A,Pre-Series A,2021-12-17T00:00:00.000Z,"Lateral Frontiers VC/CRE Venture Capital/Musha Ventures/Dragonfly Capital/Hashkey Capital/SNZ Holding/Fenbushi Capital/Cadenza Ventures/Head & Shoulder X/LeadBlock Partners/Hash
  Global/Bonfire
  Ventures/Krypital Group/Despace",6000000,none,"The easiest & safest way to learn, trade and invest crypto",Vincent Li,https://www.vibra.one/,VIBRA,CeFi,Wallet/Exchange,https://disrupt-africa.com/2021/12/17/nigerias-african-blockchain-lab-raises-6m-strategic-funding-round/,none
Qonsent - Seed,Seed,2021-12-16T00:00:00.000Z,"Zekavat Investment Group/Gary
  Vaynerchuk/Michael Kassan/Tom Chavez/Crosscut Ventures/Brand New Matter/Marc DeBevoise/Lunch Partners",5000000,none,A consumer-first platform for dynamic consent,Jesse Redniss,https://www.qonsent.com/,Qonsent,CeFi,Data/Privacy,https://www.finsmes.com/2021/12/qonsent-raises-5m-in-seed-funding.html,none
Debond - Seed,Seed,2021-12-20T00:00:00.000Z,"Bixin Ventures/Spark
  Digital Capital/CollinStar/ExNetwork Capital/HOT Labs/Waterdrip Capital/Lotus Capital/CryptoDormFund/Wave Capital",500000,12500000,A Bond-based decentralized monetary model,Yohji S/Erfan Isaac,https://debond.org/,Debond,DeFi,Bond/Wallet/Exchange/Derivatives,https://debond-protocol.medium.com/debond-is-now-valued-at-12-5-million-following-500-000-seed-funding-round-f998586ec90b,none
Lucy Labs - Seed,Seed,2021-12-16T00:00:00.000Z,DeepWork Capital/Red Building Capital/Immeasurable/Cogent,3000000,none,"A multi-strategy cryptocurrency asset management firm focused on developing and applying quantitative and fundamental trading strategies in major spot, lending, and futures cryptocurrency markets",George Chuang/Jakub Rehor/Robert Mah,https://lucylabs.io/,Lucy Labs,CeFi,Asset management,https://www.prnewswire.com/news-releases/lucy-labs-raises-3-million-from-deepwork-capital-cogent-bancorp-inc-and-other-strategic-investors-301446588.html,none
PleasrDAO - Seed,Seed,2021-12-14T00:00:00.000Z,Andreessen Horowitz/Mechanism Capital/Taureon Capital/Dragonfly Capital/Variant/Andrew Kang/Santiago R. Santos/Tarun Chitra/Mariano Conti /Robert Leshner /Stani Kulechov/Leighton Cusack/Tetranode/David Hoffman/Darren Lau/Darryl Lau/Fiskantes/Julien Bouteloup/Tom Schmidt/Calvin Liu/George Lambeth/Alex Svanevik/Andy Chorlian/gmoneyNFT/pplpleasr/Su Zhu/RAC/Bassjackers/Blue Kirby/Redphonecrypto/Jeremy Kerbal/MapleLeafCap/Fire Eyes DAO/Tyler Ward/Euwyn Poon/Chris Shen/Burke Scott/Spencer Harrison/Pussy Riot/Jason Naylor/Alex Hooker/Paris Blohm,none,none,A blockchain aligned group of a few dozen crypto investors that have been teaming up to buy high-priced NFTs,none,https://pleasr.org/#,PleasrDAO,Web3,DAO,https://twitter.com/alive_eth/status/1470815045533712389?s=21,none
Chain Core Technology - Pre-Seed,Pre-Seed,2021-12-14T00:00:00.000Z,Songshan Capital,1000000,none," Providing chip customization, intelligent hardware solution, and industrial vertical solution for blockchain clients.",none,http://insil.co/,Chain Core Technology,CeFi,Tooling,none,none
Proof of Impact - Seed,Seed,2021-12-15T00:00:00.000Z,Altera Private/Working Capital Fund/Oxford Angel Fund/Blufolio/Franklin Templeton Investments/CV VC/Ausum Ventures/Olaf Hannemann/Charly Kleissner,2300000,none,"Redefining how people come together to make a positive, lasting impact",Fleur Heyns/Kevin Petit,https://proofofimpact.com/,Proof of Impact,CeFi,Analytics/Data/Intelligence/ESG,https://www.prnewswire.com/news-releases/proof-of-impact-raises-2-3-million-seed-round-301445421.html,none
HeyAuto - Seed,Seed,2021-12-10T00:00:00.000Z,none,1480000,none,Building a trusted car buying experience that puts the control back into the car shopper’s hands,Brett Jones/Brent Lane/Andrew Moss,https://heyauto.com/,HeyAuto,CeFi,none,none,none
Figment - Series C,Series C,2021-12-20T00:00:00.000Z,"Thomas Bravo/Counterpoint Global/ParaFi Capital/Avon  Ventures/Bitstamp/Two Sigma Ventures/Mirae Asset Global Investments/Franklin Templeton Investments/DTCP/CMS Holdings/Binance Labs/StarkWare/2TM/Binance.US/Bonfire
  Ventures/Anchorage Digital/BlockFi/Voyager Digital Ltd/Raptor Group/Declaration Partners/Warburg Serres/HOF Capital/L1 Digital/Wicklow Capital/IRONGREY/Notion/Quiet Capital/Chaos Ventures/Atreides Management/Hazoor/Cobalt/True Equity/Willoughby Capital/Appworks/Standard Investments/Liberty
  City Ventures/Senator Investment Group/B
  Capital",110000000,none," Making it simple for token holders and developers to use, build and govern blockchains",Lorien Gabel/Matt Harrop/Andrew Cronk,https://www.figment.io/,Figment,Infrastructure,Tooling/Developers,https://www.figment.io/resources/series-c-wagmi-round,none
Crypto Fight Club - Seed,Seed,2021-12-21T00:00:00.000Z,"Shima Capital/AU21 Capital/X21 Digital/Everse Capital/The Ring Boxing Community/GBV
  Capital/Raptor Capital",2775000,none,3D NFT pixel-based game designed to kick ass,Cedric Gautier,https://www.cryptofightclub.io/,Crypto Fight Club,NFTs,Gaming,https://www.newsbtc.com/news/company/crypto-fight-club-completes-successful-seed-round/,none
Gear Technologies - Series A,Series A,2021-12-22T00:00:00.000Z,Blockchange Ventures/Three Arrows Capital/Lemniscap/Distributed Global/The LAO/Mechanism Capital/Bitscale Capital/Spartan Group/Hashkey Capital/Elysium Venture Capital/Signum Capital/DI Ventures,12000000,none,An advanced WASM based smart contract platform aimed to be a Polkadot / Kusamanetwork parachain,Nikolay Volf,https://gear-tech.io/,Gear Technologies,Infrastructure,Smart contracts/Parachain,https://medium.com/@gear_techs/gear-technologies-building-efficient-smart-contract-support-for-the-polkadot-ecosystem-raises-12-d6c0ea25d402,none
Arcade - Series A,Series A,2021-12-22T00:00:00.000Z,Pantera Capital/Castle Island Ventures/Franklin Templeton Investments/Zac Prince/Richard Ma/Lemniscap/Golden Tree Asset Management/Eniac Ventures/Protofund/Probably Nothing Capital,15000000,none,A DeFi lending platform leading the financialization of NFTs.,Gabe Frank,https://www.arcade.xyz/,Arcade,NFTs,Lending/Borrowing/DeFi - NFTs,https://www.coindesk.com/business/2021/12/22/arcade-raises-15m-to-offer-nft-backed-loans/,none
B.Protocol - Seed,Seed,2021-12-22T00:00:00.000Z,1kx/Robot Ventures/Spartan Group/Primitive Ventures/Angel DAO/Jai Bhavnani/Ryan Adams/Cyrus Younessi/CKiller/MonetSupply,2200000,none,"An automated, transparent, user-based backstop solution for DeFi.",Yaron Velner,https://www.bprotocol.org/,B.Protocol,DeFi,Liquidity,https://medium.com/b-protocol/b-protocol-secures-2-2m-5e275ca0d979,none
Imperium Empires - Seed,Seed,2021-12-21T00:00:00.000Z,"GBV
  Capital/Three Arrows Capital/Avalanche Foundation/AVATAR/Avalaunch/A&T Capital/CMS Holdings/COLONY/Keychain Capital/Kyros
  Ventures/Muhabbit Capital/Paramount Capital/TPS Capital",2100000,none,World's first AAA GameFi 2.0 space metaverse.,none,https://imperiumempires.com/,Imperium Empires,NFTs,Gaming/Metaverse,https://cointelegraph.com/press-releases/avalanches-first-aaa-metaverse-imperium-empires-successfully-completes-21m-seed-funding,none
Multichain - Seed,Seed,2021-12-21T00:00:00.000Z,"Binance Labs/Sequoia Capital/IDG Capital/Three Arrows Capital/DeFiance Capital/Circle/TRON
  Foundation/Hypersphere Ventures/Primitive Ventures/Magic Ventures/Hashkey Capital",60000000,none,"Cross-Chain Router Protocol (CRP), envisioned to be the ultimate router for Web3",Zhaojun,https://multichain.org/,Multichain,Infrastructure,Exchange/Liquidity,https://www.binance.com/en/blog/ecosystem/binance-labs-leads-$60m-financing-round-for-multichain-421499824684903199,none
